Drug1,Drug2,Cell_Line,Senstivity,Synergy,Fold
ETOPOSIDE,MK-4827,HT144,12.51715,14.3526779,2
ETOPOSIDE,MK-4827,HCT116,26.10035,14.46865635,2
ETOPOSIDE,MK-4827,ES2,18.29605,-1.898169265,2
ETOPOSIDE,MK-4827,EFM192B,16.28715,22.75225333,2
ETOPOSIDE,MK-4827,DLD1,11.44855,-1.17807183,2
ETOPOSIDE,MK-4827,COLO320DM,9.4939,11.215836,2
ETOPOSIDE,MK-4827,CAOV3,34.5185,80.47079268,2
ETOPOSIDE,MK-4827,A427,22.82945,-7.518707691,2
ETOPOSIDE,MK-4827,A375,25.9386,6.253819394,2
ETOPOSIDE,MK-4827,A2780,39.68875,8.882028087,2
ETOPOSIDE,MK-4827,A2058,35.7382,-1.376598957,2
ETOPOSIDE,MK-2206,ZR751,23.2875,20.59921408,2
ETOPOSIDE,MK-2206,VCAP,26.2941,33.39039432,2
ETOPOSIDE,MK-2206,UWB1289,23.8518,26.61365086,2
ETOPOSIDE,MK-2206,UACC62,21.37375,42.952925,2
ETOPOSIDE,MK-2206,T47D,23.201,6.377623467,2
ETOPOSIDE,MK-2206,SW837,21.30075,41.49633741,2
ETOPOSIDE,MK-2206,SW620,25.861,19.41488902,2
ETOPOSIDE,MK-2206,SKOV3,17.64695,4.582492381,2
ETOPOSIDE,MK-2206,SKMES1,29.1163,44.45871774,2
ETOPOSIDE,MK-2206,SKMEL30,22.5949,33.04954641,2
ETOPOSIDE,MK-2206,RPMI7951,29.96465,17.24510007,2
ETOPOSIDE,MK-2206,PA1,46.5675,0.589594655,2
ETOPOSIDE,MK-2206,OVCAR3,25.45005,8.691975008,2
ETOPOSIDE,MK-2206,OV90,19.7224,35.08106665,2
ETOPOSIDE,MK-2206,NCIH520,32.2138,10.89510435,2
ETOPOSIDE,MK-2206,NCIH460,21.9585,46.56657824,2
ETOPOSIDE,MK-2206,NCIH23,0.47365,-168.9394512,2
ETOPOSIDE,MK-2206,NCIH2122,32.115,43.0982675,2
ETOPOSIDE,MK-2206,NCIH1650,11.2975,35.02054763,2
ETOPOSIDE,MK-2206,MSTO,40.1533,46.61376899,2
ETOPOSIDE,MK-2206,MDAMB436,21.5329,34.50086052,2
ETOPOSIDE,MK-2206,LOVO,36.311,36.55388298,2
ETOPOSIDE,MK-2206,LNCAP,33.6696,28.94828404,2
ETOPOSIDE,MK-2206,KPL1,26.9966,60.24310124,2
ETOPOSIDE,MK-2206,HT29,19.47415,20.80452543,2
ETOPOSIDE,MK-2206,HT144,15.89595,47.84405312,2
ETOPOSIDE,MK-2206,HCT116,21.5183,41.47821659,2
ETOPOSIDE,MK-2206,ES2,15.9828,17.05506379,2
ETOPOSIDE,MK-2206,EFM192B,32.2434,-3.239942215,2
ETOPOSIDE,MK-2206,DLD1,17.8529,16.19370686,2
ETOPOSIDE,MK-2206,COLO320DM,17.12975,20.24506044,2
ETOPOSIDE,MK-2206,A427,30.3898,24.8922984,2
ETOPOSIDE,MK-2206,A375,20.26595,40.3600574,2
ETOPOSIDE,MK-2206,A2780,39.9348,25.09455866,2
ETOPOSIDE,MK-2206,A2058,35.7097,23.8414603,2
ETOPOSIDE,LAPATINIB,ZR751,16.80145,42.94795226,4
ETOPOSIDE,LAPATINIB,VCAP,14.1393,18.86209891,4
ETOPOSIDE,LAPATINIB,UWB1289,26.317,13.86461252,4
ETOPOSIDE,LAPATINIB,UACC62,14.1009,7.809074178,4
ETOPOSIDE,LAPATINIB,T47D,16.319,-7.076746444,4
ETOPOSIDE,LAPATINIB,SW837,21.92015,43.76187067,4
ETOPOSIDE,LAPATINIB,SW620,22.83405,17.83915302,4
ETOPOSIDE,LAPATINIB,SKOV3,16.75865,19.13814953,4
ETOPOSIDE,LAPATINIB,SKMES1,31.8559,17.65399073,4
ETOPOSIDE,LAPATINIB,RKO,18.46715,4.090381354,4
ETOPOSIDE,LAPATINIB,PA1,46.1967,-4.337830252,4
ETOPOSIDE,LAPATINIB,OVCAR3,11.80805,26.48596016,4
ETOPOSIDE,LAPATINIB,OV90,12.34075,-14.60244237,4
ETOPOSIDE,LAPATINIB,NCIH520,7.79725,17.8898734,4
ETOPOSIDE,LAPATINIB,NCIH460,18.01055,13.85044038,4
ETOPOSIDE,LAPATINIB,NCIH23,0,-167.5463503,4
ETOPOSIDE,LAPATINIB,NCIH2122,28.70195,31.30947607,4
ETOPOSIDE,LAPATINIB,NCIH1650,19.2802,21.63106086,4
ETOPOSIDE,LAPATINIB,MSTO,31.4526,12.36887928,4
ETOPOSIDE,LAPATINIB,MDAMB436,16.80705,20.148526,4
ETOPOSIDE,LAPATINIB,LOVO,30.4651,50.4281854,4
ETOPOSIDE,LAPATINIB,LNCAP,17.109,27.81267656,4
ETOPOSIDE,LAPATINIB,KPL1,11.3176,6.906464159,4
ETOPOSIDE,LAPATINIB,HT29,17.08985,15.97781704,4
ETOPOSIDE,LAPATINIB,HT144,9.56715,12.75033962,4
ETOPOSIDE,LAPATINIB,HCT116,18.9278,27.63842614,4
ETOPOSIDE,LAPATINIB,ES2,14.50155,-5.679573392,4
ETOPOSIDE,LAPATINIB,EFM192B,28.95525,-1.478747416,4
ETOPOSIDE,LAPATINIB,DLD1,23.77055,40.61719458,4
ETOPOSIDE,LAPATINIB,COLO320DM,15.57075,21.35734076,4
ETOPOSIDE,LAPATINIB,CAOV3,27.75545,143.2917905,4
ETOPOSIDE,LAPATINIB,A427,22.3436,-14.40714784,4
ETOPOSIDE,LAPATINIB,A2780,39.02925,27.29088399,4
ETOPOSIDE,LAPATINIB,A2058,29.31055,-0.860922372,4
ETOPOSIDE,ERLOTINIB,ZR751,19.94895,51.47375496,2
ETOPOSIDE,ERLOTINIB,VCAP,18.74135,41.85350576,2
ETOPOSIDE,ERLOTINIB,UWB1289,29.6662,26.68871505,2
ETOPOSIDE,ERLOTINIB,UACC62,27.1763,41.71895529,2
ETOPOSIDE,ERLOTINIB,T47D,15.99495,-9.409443094,2
ETOPOSIDE,ERLOTINIB,SW837,25.3054,57.51358379,2
ETOPOSIDE,ERLOTINIB,SW620,26.5278,13.5792001,2
ETOPOSIDE,ERLOTINIB,SKOV3,23.02975,20.97161438,2
ETOPOSIDE,ERLOTINIB,SKMES1,34.91495,23.310596,2
ETOPOSIDE,ERLOTINIB,SKMEL30,23.27575,19.96889488,2
ETOPOSIDE,ERLOTINIB,RPMI7951,27.44635,-0.933022902,2
ETOPOSIDE,ERLOTINIB,RKO,22.9231,26.04444652,2
ETOPOSIDE,ERLOTINIB,PA1,46.5289,-14.74906914,2
ETOPOSIDE,ERLOTINIB,OVCAR3,21.2894,40.7657359,2
ETOPOSIDE,ERLOTINIB,OV90,16.8095,10.83586569,2
ETOPOSIDE,ERLOTINIB,NCIH520,10.3491,27.1848439,2
ETOPOSIDE,ERLOTINIB,NCIH460,25.5594,46.67308553,2
ETOPOSIDE,ERLOTINIB,NCIH23,0.5275,-164.2668412,2
ETOPOSIDE,ERLOTINIB,NCIH2122,35.9865,47.47430247,2
ETOPOSIDE,ERLOTINIB,NCIH1650,25.6121,17.79526819,2
ETOPOSIDE,ERLOTINIB,MSTO,42.32875,24.38717471,2
ETOPOSIDE,ERLOTINIB,MDAMB436,21.56035,30.44386811,2
ETOPOSIDE,ERLOTINIB,LOVO,34.6508,42.42601554,2
ETOPOSIDE,ERLOTINIB,LNCAP,22.6829,16.85599278,2
ETOPOSIDE,ERLOTINIB,KPL1,12.10375,21.82928608,2
ETOPOSIDE,ERLOTINIB,HT29,21.8602,28.78939285,2
ETOPOSIDE,ERLOTINIB,HT144,17.99715,31.44622163,2
ETOPOSIDE,ERLOTINIB,ES2,24.16995,18.11376615,2
ETOPOSIDE,ERLOTINIB,EFM192B,21.8596,0.470506131,2
ETOPOSIDE,ERLOTINIB,DLD1,26.58575,14.71747986,2
ETOPOSIDE,ERLOTINIB,COLO320DM,19.8938,10.39824695,2
ETOPOSIDE,ERLOTINIB,CAOV3,25.0912,92.93746278,2
ETOPOSIDE,ERLOTINIB,A427,30.215,9.907465808,2
ETOPOSIDE,ERLOTINIB,A375,20.80575,34.50823729,2
ETOPOSIDE,ERLOTINIB,A2780,40.18575,19.61720698,2
ETOPOSIDE,ERLOTINIB,A2058,32.2723,1.988047409,2
ETOPOSIDE,DINACICLIB,ZR751,17.2813,7.92132088,1
ETOPOSIDE,DINACICLIB,VCAP,24.7268,-7.289445362,1
ETOPOSIDE,DINACICLIB,UACC62,27.39855,13.78149023,1
ETOPOSIDE,DINACICLIB,T47D,21.44545,-5.678191297,1
ETOPOSIDE,DINACICLIB,SW837,16.8152,-15.55200919,1
ETOPOSIDE,DINACICLIB,SW620,26.42335,-11.10063669,1
ETOPOSIDE,DINACICLIB,SKOV3,7.493,-30.18913558,1
ETOPOSIDE,DINACICLIB,SKMEL30,31.72195,3.027830394,1
ETOPOSIDE,DINACICLIB,RPMI7951,38.2187,-11.643017,1
ETOPOSIDE,DINACICLIB,RKO,27.86005,4.3118593,1
ETOPOSIDE,DINACICLIB,PA1,46.21995,-11.88512779,1
ETOPOSIDE,DINACICLIB,OVCAR3,16.7717,-2.327807888,1
ETOPOSIDE,DINACICLIB,OV90,25.1627,-13.03157185,1
ETOPOSIDE,DINACICLIB,NCIH460,21.48885,-3.319854435,1
ETOPOSIDE,DINACICLIB,NCIH2122,35.95495,3.452125668,1
ETOPOSIDE,DINACICLIB,NCIH1650,14.53775,-7.066983752,1
ETOPOSIDE,DINACICLIB,MSTO,33.82025,2.461358782,1
ETOPOSIDE,DINACICLIB,MDAMB436,19.55645,5.434390178,1
ETOPOSIDE,DINACICLIB,HT29,29.25835,-8.402234817,1
ETOPOSIDE,DINACICLIB,HT144,19.7591,-6.208539927,1
ETOPOSIDE,DINACICLIB,EFM192B,28.6459,-12.62013225,1
ETOPOSIDE,DINACICLIB,DLD1,25.2325,-0.634619102,1
ETOPOSIDE,DINACICLIB,COLO320DM,13.3685,-4.794971246,1
ETOPOSIDE,DINACICLIB,CAOV3,35.4927,56.19980681,1
ETOPOSIDE,DINACICLIB,A375,3.72205,-122.7718052,1
ETOPOSIDE,DINACICLIB,A2780,43.7106,1.710004766,1
ETOPOSIDE,DINACICLIB,A2058,36.5863,-6.54343035,1
ETOPOSIDE,DASATINIB,VCAP,11.0561,9.609966839,4
ETOPOSIDE,DASATINIB,UWB1289,37.5407,12.82037513,4
ETOPOSIDE,DASATINIB,UACC62,14.2758,3.717658181,4
ETOPOSIDE,DASATINIB,T47D,15.0522,-19.09969407,4
ETOPOSIDE,DASATINIB,SW837,29.11885,40.76213756,4
ETOPOSIDE,DASATINIB,SKOV3,32.9289,5.279879917,4
ETOPOSIDE,DASATINIB,SKMES1,29.45355,11.81229646,4
ETOPOSIDE,DASATINIB,SKMEL30,8.26145,-32.47747331,4
ETOPOSIDE,DASATINIB,RPMI7951,37.67385,15.50291598,4
ETOPOSIDE,DASATINIB,RKO,19.6786,25.08988503,4
ETOPOSIDE,DASATINIB,PA1,46.6657,10.9859717,4
ETOPOSIDE,DASATINIB,OVCAR3,30.79765,106.6307301,4
ETOPOSIDE,DASATINIB,NCIH520,32.9073,43.69840612,4
ETOPOSIDE,DASATINIB,NCIH460,22.4137,40.12098513,4
ETOPOSIDE,DASATINIB,NCIH23,2.10835,-183.3295713,4
ETOPOSIDE,DASATINIB,NCIH1650,32.1883,50.30604813,4
ETOPOSIDE,DASATINIB,MSTO,41.8569,85.69462031,4
ETOPOSIDE,DASATINIB,MDAMB436,17.8498,25.68606382,4
ETOPOSIDE,DASATINIB,LOVO,34.7284,60.79997037,4
ETOPOSIDE,DASATINIB,LNCAP,18.7844,31.32548663,4
ETOPOSIDE,DASATINIB,KPL1,11.75975,26.27136634,4
ETOPOSIDE,DASATINIB,HT29,28.2953,24.34993899,4
ETOPOSIDE,DASATINIB,HT144,2.3871,-36.23824218,4
ETOPOSIDE,DASATINIB,HCT116,14.40365,4.519576836,4
ETOPOSIDE,DASATINIB,ES2,9.6298,-17.70072655,4
ETOPOSIDE,DASATINIB,EFM192B,13.6724,17.06469,4
ETOPOSIDE,DASATINIB,DLD1,22.9459,15.35793785,4
ETOPOSIDE,DASATINIB,COLO320DM,2.1329,4.455336987,4
ETOPOSIDE,DASATINIB,CAOV3,36.69665,58.84842185,4
ETOPOSIDE,DASATINIB,A427,33.4091,29.60077592,4
ETOPOSIDE,DASATINIB,A375,21.41425,33.1108059,4
ETOPOSIDE,DASATINIB,A2780,40.3458,66.56695223,4
ETOPOSIDE,DASATINIB,A2058,27.7967,11.20512286,4
ETOPOSIDE,BORTEZOMIB,UACC62,31.89735,-17.8222598,1
ETOPOSIDE,BORTEZOMIB,T47D,24.93905,-19.80398812,1
ETOPOSIDE,BORTEZOMIB,SW837,24.1585,-14.57106296,1
ETOPOSIDE,BORTEZOMIB,SKMES1,27.58365,-21.79160617,1
ETOPOSIDE,BORTEZOMIB,PA1,46.337,-18.67285057,1
ETOPOSIDE,BORTEZOMIB,NCIH460,24.7045,-8.824395786,1
ETOPOSIDE,BORTEZOMIB,NCIH23,40.27765,-11.27577628,1
ETOPOSIDE,BORTEZOMIB,NCIH2122,32.85365,-11.99507083,1
ETOPOSIDE,BORTEZOMIB,NCIH1650,32.4871,-9.014306492,1
ETOPOSIDE,BORTEZOMIB,MSTO,43.3492,49.13867719,1
ETOPOSIDE,BORTEZOMIB,KPL1,21.88685,10.85696912,1
ETOPOSIDE,BORTEZOMIB,ES2,20.9906,-38.16106574,1
ETOPOSIDE,BORTEZOMIB,EFM192B,29.10765,-11.48207983,1
ETOPOSIDE,BORTEZOMIB,A2780,41.19055,-1.471039843,1
ETOPOSIDE,BORTEZOMIB,A2058,38.8645,-6.671434145,1
ETOPOSIDE,BEZ-235,ZR751,29.1675,37.20808625,2
ETOPOSIDE,BEZ-235,VCAP,23.5154,10.27191331,2
ETOPOSIDE,BEZ-235,UACC62,28.84175,14.78327732,2
ETOPOSIDE,BEZ-235,T47D,22.10285,101.6125542,2
ETOPOSIDE,BEZ-235,SW837,19.2079,-3.584024187,2
ETOPOSIDE,BEZ-235,SW620,28.9171,1.294202948,2
ETOPOSIDE,BEZ-235,SKOV3,21.6676,-12.54844267,2
ETOPOSIDE,BEZ-235,SKMEL30,29.19095,19.05504017,2
ETOPOSIDE,BEZ-235,RPMI7951,29.5234,-13.30798634,2
ETOPOSIDE,BEZ-235,RKO,26.44345,19.35076083,2
ETOPOSIDE,BEZ-235,PA1,41.10055,-18.37474174,2
ETOPOSIDE,BEZ-235,OV90,24.51275,15.14526912,2
ETOPOSIDE,BEZ-235,NCIH520,26.78425,10.0132192,2
ETOPOSIDE,BEZ-235,NCIH23,32.28015,-11.80792927,2
ETOPOSIDE,BEZ-235,NCIH2122,33.69365,9.533815978,2
ETOPOSIDE,BEZ-235,NCIH1650,14.38135,12.69405749,2
ETOPOSIDE,BEZ-235,MSTO,33.47105,20.29258749,2
ETOPOSIDE,BEZ-235,MDAMB436,27.33405,28.39176146,2
ETOPOSIDE,BEZ-235,LOVO,32.74105,8.533463282,2
ETOPOSIDE,BEZ-235,LNCAP,31.6935,93.40478314,2
ETOPOSIDE,BEZ-235,KPL1,27.95035,24.92334535,2
ETOPOSIDE,BEZ-235,HT29,22.19095,16.22686827,2
ETOPOSIDE,BEZ-235,HCT116,19.0865,11.0164147,2
ETOPOSIDE,BEZ-235,ES2,25.1186,-9.272964164,2
ETOPOSIDE,BEZ-235,COLO320DM,23.88545,14.48890589,2
ETOPOSIDE,BEZ-235,CAOV3,25.59155,85.75614627,2
ETOPOSIDE,BEZ-235,A427,27.4792,9.194645886,2
ETOPOSIDE,BEZ-235,A2780,40.17865,10.20235477,2
ETOPOSIDE,BEZ-235,A2058,33.5186,2.834078344,2
ETOPOSIDE,AZD1775,VCAP,31.32535,20.27995291,3
ETOPOSIDE,AZD1775,UWB1289,35.14325,85.22858499,3
ETOPOSIDE,AZD1775,UACC62,24.201,25.10252076,3
ETOPOSIDE,AZD1775,T47D,11.82175,-20.69843069,3
ETOPOSIDE,AZD1775,SW837,23.9792,18.5510652,3
ETOPOSIDE,AZD1775,SKOV3,14.8027,5.84055475,3
ETOPOSIDE,AZD1775,SKMES1,34.28855,4.333852814,3
ETOPOSIDE,AZD1775,SKMEL30,32.26985,19.87151541,3
ETOPOSIDE,AZD1775,RPMI7951,33.5765,7.499235188,3
ETOPOSIDE,AZD1775,RKO,23.11355,7.152725942,3
ETOPOSIDE,AZD1775,PA1,45.46515,-1.435133098,3
ETOPOSIDE,AZD1775,OVCAR3,33.9051,63.31363492,3
ETOPOSIDE,AZD1775,OV90,16.0028,-0.117737123,3
ETOPOSIDE,AZD1775,NCIH520,7.13025,2.213440589,3
ETOPOSIDE,AZD1775,NCIH460,16.3685,2.955513481,3
ETOPOSIDE,AZD1775,NCIH23,2.79475,-147.6170918,3
ETOPOSIDE,AZD1775,NCIH2122,31.85905,7.340765519,3
ETOPOSIDE,AZD1775,NCIH1650,20.30875,34.96332912,3
ETOPOSIDE,AZD1775,MSTO,38.8885,10.58318215,3
ETOPOSIDE,AZD1775,MDAMB436,23.9593,19.60267165,3
ETOPOSIDE,AZD1775,LOVO,35.29505,9.202070555,3
ETOPOSIDE,AZD1775,LNCAP,23.8789,21.45110565,3
ETOPOSIDE,AZD1775,KPL1,18.2502,24.46834197,3
ETOPOSIDE,AZD1775,HT29,28.6865,15.37580712,3
ETOPOSIDE,AZD1775,HT144,17.68915,18.24335032,3
ETOPOSIDE,AZD1775,HCT116,19.4741,10.59726676,3
ETOPOSIDE,AZD1775,ES2,23.36645,3.769656332,3
ETOPOSIDE,AZD1775,EFM192B,24.8349,9.771696239,3
ETOPOSIDE,AZD1775,DLD1,11.7262,-4.294381274,3
ETOPOSIDE,AZD1775,CAOV3,35.56655,37.36484746,3
ETOPOSIDE,AZD1775,A427,34.9056,-5.013824614,3
ETOPOSIDE,AZD1775,A375,27.6323,19.24466621,3
ETOPOSIDE,AZD1775,A2780,39.7154,12.37717655,3
ETOPOSIDE,AZD1775,A2058,40.7727,15.44501094,3
ETOPOSIDE,ABT-888,VCAP,14.0068,13.83317407,3
ETOPOSIDE,ABT-888,UWB1289,17.80235,3.996823378,3
ETOPOSIDE,ABT-888,UACC62,12.3749,-6.40736852,3
ETOPOSIDE,ABT-888,SW620,22.3552,6.352315706,3
ETOPOSIDE,ABT-888,SKOV3,4.33995,10.96285395,3
ETOPOSIDE,ABT-888,SKMES1,19.0944,6.825822957,3
ETOPOSIDE,ABT-888,RKO,18.70185,7.512718983,3
ETOPOSIDE,ABT-888,PA1,45.3939,-4.754115828,3
ETOPOSIDE,ABT-888,OVCAR3,7.0324,0.304870984,3
ETOPOSIDE,ABT-888,OV90,10.49215,-9.015840712,3
ETOPOSIDE,ABT-888,NCIH520,2.09665,4.315067221,3
ETOPOSIDE,ABT-888,NCIH460,13.5097,-4.320617073,3
ETOPOSIDE,ABT-888,NCIH23,24.5912,-3.119972444,3
ETOPOSIDE,ABT-888,NCIH2122,24.379,14.82611338,3
ETOPOSIDE,ABT-888,NCIH1650,6.3243,2.965936251,3
ETOPOSIDE,ABT-888,MSTO,36.04535,26.68015393,3
ETOPOSIDE,ABT-888,MDAMB436,18.07975,19.64911645,3
ETOPOSIDE,ABT-888,LOVO,16.79945,-6.133935958,3
ETOPOSIDE,ABT-888,KPL1,8.4092,6.665522908,3
ETOPOSIDE,ABT-888,HT29,11.9081,8.849832742,3
ETOPOSIDE,ABT-888,HT144,4.489,0.551087205,3
ETOPOSIDE,ABT-888,HCT116,14.5423,4.388067132,3
ETOPOSIDE,ABT-888,ES2,10.20565,-14.56628388,3
ETOPOSIDE,ABT-888,EFM192B,16.3604,14.67179508,3
ETOPOSIDE,ABT-888,DLD1,12.9236,0.120941364,3
ETOPOSIDE,ABT-888,COLO320DM,3.60615,3.655197641,3
ETOPOSIDE,ABT-888,CAOV3,17.67325,88.90313873,3
ETOPOSIDE,ABT-888,A427,20.03335,-13.99330443,3
ETOPOSIDE,ABT-888,A2780,35.21285,14.68267605,3
ETOPOSIDE,ABT-888,A2058,28.3228,1.917221664,3
ERLOTINIB,GELDANAMYCIN,ZR751,30.7527,2.627795424,4
ERLOTINIB,GELDANAMYCIN,VCAP,1.7856,0.346307418,4
ERLOTINIB,GELDANAMYCIN,UWB1289,18.8779,-22.88384516,4
ERLOTINIB,GELDANAMYCIN,UACC62,32.7183,11.9198049,4
ERLOTINIB,GELDANAMYCIN,T47D,2.8017,14.68821763,4
ERLOTINIB,GELDANAMYCIN,SW837,24.3878,4.350312444,4
ERLOTINIB,GELDANAMYCIN,SW620,28.0821,-8.082114571,4
ERLOTINIB,GELDANAMYCIN,SKOV3,32.60675,3.226150897,4
ERLOTINIB,GELDANAMYCIN,SKMES1,36.23835,22.27090141,4
ERLOTINIB,GELDANAMYCIN,SKMEL30,12.6735,5.527399186,4
ERLOTINIB,GELDANAMYCIN,RPMI7951,36.11275,-10.72328848,4
ERLOTINIB,GELDANAMYCIN,PA1,8.3508,12.7639594,4
ERLOTINIB,GELDANAMYCIN,OV90,31.9044,-8.956888638,4
ERLOTINIB,GELDANAMYCIN,NCIH520,21.52875,14.49662936,4
ERLOTINIB,GELDANAMYCIN,NCIH23,34.3506,0.055246156,4
ERLOTINIB,GELDANAMYCIN,NCIH2122,41.29665,14.00819815,4
ERLOTINIB,GELDANAMYCIN,NCIH1650,31.61545,15.16674413,4
ERLOTINIB,GELDANAMYCIN,MSTO,36.3919,-22.21185453,4
ERLOTINIB,GELDANAMYCIN,MDAMB436,24.06765,16.84856589,4
ERLOTINIB,GELDANAMYCIN,LOVO,26.30535,-2.718358817,4
ERLOTINIB,GELDANAMYCIN,LNCAP,20.16955,18.1382983,4
ERLOTINIB,GELDANAMYCIN,KPL1,23.576,8.393088651,4
ERLOTINIB,GELDANAMYCIN,HT29,42.6279,6.113327447,4
ERLOTINIB,GELDANAMYCIN,HT144,28.62995,15.66375655,4
ERLOTINIB,GELDANAMYCIN,ES2,7.2791,-3.059834643,4
ERLOTINIB,GELDANAMYCIN,EFM192B,22.53715,0.290804032,4
ERLOTINIB,GELDANAMYCIN,DLD1,33.9526,31.67965199,4
ERLOTINIB,GELDANAMYCIN,COLO320DM,11.87795,-0.252340221,4
ERLOTINIB,GELDANAMYCIN,A375,24.2427,36.18756156,4
ERLOTINIB,GELDANAMYCIN,A2780,33.70705,-0.606103969,4
ERLOTINIB,GELDANAMYCIN,A2058,31.08095,19.85832894,4
ERLOTINIB,TOPOTECAN,ZR751,26.56295,52.94124794,3
ERLOTINIB,TOPOTECAN,VCAP,21.79385,58.19345418,3
ERLOTINIB,TOPOTECAN,UWB1289,36.26865,-8.199685309,3
ERLOTINIB,TOPOTECAN,UACC62,35.74735,23.24368022,3
ERLOTINIB,TOPOTECAN,T47D,26.43785,-8.418283418,3
ERLOTINIB,TOPOTECAN,SW837,29.05,41.81525129,3
ERLOTINIB,TOPOTECAN,SW620,34.90105,23.34923593,3
ERLOTINIB,TOPOTECAN,SKOV3,36.59785,15.86688743,3
ERLOTINIB,TOPOTECAN,SKMES1,41.0806,25.71822543,3
ERLOTINIB,TOPOTECAN,SKMEL30,28.2619,33.82957414,3
ERLOTINIB,TOPOTECAN,RPMI7951,37.97675,18.23841661,3
ERLOTINIB,TOPOTECAN,RKO,32.94155,49.30660489,3
ERLOTINIB,TOPOTECAN,PA1,46.12165,0.272728964,3
ERLOTINIB,TOPOTECAN,OV90,29.6379,15.64009684,3
ERLOTINIB,TOPOTECAN,NCIH520,32.5092,31.44481537,3
ERLOTINIB,TOPOTECAN,NCIH460,41.1313,33.09865807,3
ERLOTINIB,TOPOTECAN,NCIH23,41.68045,29.76010548,3
ERLOTINIB,TOPOTECAN,NCIH2122,40.61945,37.08704855,3
ERLOTINIB,TOPOTECAN,NCIH1650,29.01505,17.76980064,3
ERLOTINIB,TOPOTECAN,MSTO,43.18025,-2.517627621,3
ERLOTINIB,TOPOTECAN,MDAMB436,32.26405,18.18112793,3
ERLOTINIB,TOPOTECAN,LOVO,39.0502,32.12638544,3
ERLOTINIB,TOPOTECAN,LNCAP,31.00125,14.14259104,3
ERLOTINIB,TOPOTECAN,KPL1,16.608,27.57395354,3
ERLOTINIB,TOPOTECAN,HT29,36.75465,22.53932867,3
ERLOTINIB,TOPOTECAN,HT144,20.7668,21.41281544,3
ERLOTINIB,TOPOTECAN,HCT116,30.1213,32.08496121,3
ERLOTINIB,TOPOTECAN,ES2,41.33875,26.16252976,3
ERLOTINIB,TOPOTECAN,EFM192B,33.7806,21.93706304,3
ERLOTINIB,TOPOTECAN,DLD1,32.99665,18.31000314,3
ERLOTINIB,TOPOTECAN,COLO320DM,28.0254,13.96740049,3
ERLOTINIB,TOPOTECAN,CAOV3,42.9218,13.85971809,3
ERLOTINIB,TOPOTECAN,A427,38.5364,26.27349199,3
ERLOTINIB,TOPOTECAN,A375,41.3185,25.44025942,3
ERLOTINIB,TOPOTECAN,A2780,43.73135,24.97319688,3
ERLOTINIB,TOPOTECAN,A2058,39.83925,20.65954665,3
ERLOTINIB,SORAFENIB,VCAP,11.23655,13.09047278,1
ERLOTINIB,SORAFENIB,UWB1289,39.3318,14.63654487,1
ERLOTINIB,SORAFENIB,T47D,20.7446,0.960226925,1
ERLOTINIB,SORAFENIB,SKOV3,30.80445,7.979674111,1
ERLOTINIB,SORAFENIB,SKMES1,32.3554,-4.668334827,1
ERLOTINIB,SORAFENIB,SKMEL30,31.1575,8.125797354,1
ERLOTINIB,SORAFENIB,PA1,36.3344,5.164995034,1
ERLOTINIB,SORAFENIB,OVCAR3,12.9041,-18.11266802,1
ERLOTINIB,SORAFENIB,NCIH2122,35.4685,6.21773487,1
ERLOTINIB,SORAFENIB,NCIH1650,33.6828,25.2103511,1
ERLOTINIB,SORAFENIB,MDAMB436,23.02985,-0.138370486,1
ERLOTINIB,SORAFENIB,LOVO,36.45815,-2.257154012,1
ERLOTINIB,SORAFENIB,LNCAP,32.18485,-8.097260724,1
ERLOTINIB,SORAFENIB,KPL1,29.7049,4.649033043,1
ERLOTINIB,SORAFENIB,HT29,26.20885,5.478138007,1
ERLOTINIB,SORAFENIB,EFM192B,17.27655,-7.758444182,1
ERLOTINIB,SORAFENIB,DLD1,35.58095,12.72273885,1
ERLOTINIB,SORAFENIB,CAOV3,26.4312,2.48056505,1
ERLOTINIB,SORAFENIB,A427,36.2553,10.43410153,1
ERLOTINIB,SORAFENIB,A2780,36.871,2.978239816,1
ERLOTINIB,SORAFENIB,A2058,18.9178,-1.656545425,1
ERLOTINIB,SN-38,ZR751,17.64785,52.34467525,2
ERLOTINIB,SN-38,VCAP,6.587,42.30916661,2
ERLOTINIB,SN-38,UWB1289,29.55055,12.9444017,2
ERLOTINIB,SN-38,UACC62,24.56955,22.40289979,2
ERLOTINIB,SN-38,T47D,6.6298,11.12311855,2
ERLOTINIB,SN-38,SW837,25.36645,44.01183222,2
ERLOTINIB,SN-38,SW620,25.32435,18.90986456,2
ERLOTINIB,SN-38,SKOV3,21.67105,21.17547988,2
ERLOTINIB,SN-38,SKMES1,31.1801,27.93890797,2
ERLOTINIB,SN-38,SKMEL30,13.8976,14.15300232,2
ERLOTINIB,SN-38,RPMI7951,24.08815,48.39241724,2
ERLOTINIB,SN-38,RKO,12.05845,23.1858689,2
ERLOTINIB,SN-38,PA1,40.84565,30.90677525,2
ERLOTINIB,SN-38,OV90,9.4689,-17.32644536,2
ERLOTINIB,SN-38,NCIH520,14.87275,9.534577311,2
ERLOTINIB,SN-38,NCIH23,27.23985,53.28600154,2
ERLOTINIB,SN-38,NCIH2122,37.81795,41.60026332,2
ERLOTINIB,SN-38,NCIH1650,20.7164,4.944760743,2
